PARENT1,MSTATUS,SEX,EDUCATION,JOB,CAR_USE,CAR_TYPE,RED_CAR,REVOKED,URBANICITY,TARGET_FLAG,KIDSDRIV,AGE,HOMEKIDS,YOJ,TRAVTIME,TIF,CLM_FREQ,MVR_PTS,CAR_AGE,INCOME,HOME_VAL,BLUEBOOK,OLDCLAIM
No,z_No,M,Masters,Manager,Private,Minivan,yes,No,Highly Urban/ Urban,0,0,48.0,0,10.0,38,11,0,2,18.0,83419.0,220207.0,15570.0,0.0
No,Yes,z_F,z_High School,Student,Commercial,Sports Car,no,No,Highly Urban/ Urban,0,0,37.0,1,11.0,16,7,0,0,1.0,11629.0,0.0,6360.0,0.0
Yes,z_No,M,<High School,Clerical,Private,Minivan,yes,No,Highly Urban/ Urban,1,0,32.0,2,11.0,48,3,2,7,1.0,21357.0,0.0,3640.0,8037.0
No,Yes,z_F,Bachelors,Manager,Private,Pickup,no,No,Highly Urban/ Urban,0,0,35.0,0,12.0,40,1,1,6,1.0,104948.0,317002.0,18360.0,15821.0
No,z_No,z_F,Bachelors,Manager,Private,Sports Car,no,Yes,Highly Urban/ Urban,0,0,51.0,0,9.0,34,7,0,0,11.0,72961.0,0.0,15740.0,0.0
No,Yes,M,Bachelors,z_Blue Collar,Commercial,Pickup,yes,No,Highly Urban/ Urban,1,0,41.0,0,13.0,37,1,0,6,9.0,57615.0,181310.0,11360.0,0.0
No,z_No,z_F,z_High School,Clerical,Private,z_SUV,no,Yes,Highly Urban/ Urban,0,0,40.0,0,12.0,41,10,3,6,6.0,20574.0,0.0,21440.0,27094.0
No,Yes,z_F,Bachelors,Student,Private,z_SUV,no,No,z_Highly Rural/ Rural,0,0,49.0,0,0.0,31,11,0,0,16.0,0.0,0.0,10930.0,0.0
No,Yes,z_F,Masters,Home Maker,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,49.0,0,0.0,34,3,2,2,10.0,0.0,100880.0,7440.0,6711.0
Yes,z_No,M,Bachelors,Manager,Private,Pickup,yes,No,Highly Urban/ Urban,0,0,39.0,3,9.0,25,9,0,0,10.0,45789.0,0.0,9980.0,0.0
Yes,z_No,z_F,Bachelors,Professional,Private,Pickup,no,No,Highly Urban/ Urban,0,0,28.0,3,9.0,5,4,0,4,4.0,94863.0,269454.0,13790.0,0.0
No,Yes,z_F,Bachelors,z_Blue Collar,Commercial,Sports Car,no,Yes,Highly Urban/ Urban,1,1,45.0,2,8.0,17,1,0,0,13.0,48819.0,198108.0,19880.0,0.0
Yes,z_No,z_F,Bachelors,z_Blue Collar,Commercial,Minivan,no,No,z_Highly Rural/ Rural,0,1,40.0,3,10.0,22,1,0,0,9.0,80052.0,0.0,13510.0,0.0
No,Yes,z_F,<High School,z_Blue Collar,Private,z_SUV,no,No,Highly Urban/ Urban,1,0,45.0,0,14.0,44,10,0,0,7.0,35403.0,184059.0,9540.0,0.0
No,z_No,z_F,Bachelors,Professional,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,45.0,0,11.0,54,6,4,4,1.0,80601.0,0.0,15170.0,9448.0
No,Yes,z_F,Bachelors,Professional,Private,z_SUV,no,No,Highly Urban/ Urban,1,0,47.0,0,11.0,33,4,2,0,16.0,85729.0,254068.0,10550.0,6730.0
Yes,z_No,M,<High School,Clerical,Private,Pickup,no,No,z_Highly Rural/ Rural,0,0,40.0,3,10.0,22,6,0,3,1.0,15519.0,158830.0,7050.0,0.0
No,Yes,z_F,z_High School,Home Maker,Private,Minivan,no,No,z_Highly Rural/ Rural,0,0,33.0,1,0.0,28,1,0,3,10.0,0.0,0.0,18960.0,0.0
Yes,z_No,M,z_High School,Clerical,Commercial,Pickup,no,No,Highly Urban/ Urban,1,2,39.0,2,13.0,5,10,0,5,1.0,25444.0,0.0,11950.0,0.0
No,Yes,z_F,z_High School,z_Blue Collar,Commercial,Sports Car,no,No,Highly Urban/ Urban,0,0,35.0,0,12.0,35,11,0,2,7.0,98324.0,280336.0,5000.0,0.0
Yes,z_No,z_F,Bachelors,Student,Commercial,z_SUV,no,No,Highly Urban/ Urban,1,0,31.0,1,3.0,31,6,2,1,9.0,19230.0,0.0,18250.0,2039.0
No,Yes,z_F,z_High School,Student,Private,Minivan,no,Yes,Highly Urban/ Urban,0,1,42.0,2,14.0,33,6,4,0,1.0,11617.0,151370.0,14650.0,46600.0
Yes,z_No,z_F,z_High School,z_Blue Collar,Commercial,z_SUV,no,No,Highly Urban/ Urban,1,0,34.0,3,15.0,37,4,1,0,7.0,42284.0,0.0,9130.0,3922.0
No,Yes,M,Bachelors,Professional,Private,Minivan,yes,No,z_Highly Rural/ Rural,0,0,60.0,0,13.0,12,1,0,1,11.0,58463.0,253026.0,17550.0,0.0
No,z_No,M,<High School,Clerical,Commercial,Pickup,yes,No,z_Highly Rural/ Rural,0,0,31.0,0,8.0,57,11,3,4,7.0,23533.0,115964.0,12200.0,6931.0
No,Yes,M,z_High School,Student,Private,Pickup,yes,No,Highly Urban/ Urban,1,3,43.0,3,0.0,47,3,3,6,1.0,0.0,0.0,5800.0,5820.0
No,Yes,z_F,z_High School,z_Blue Collar,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,55.0,0,13.0,42,6,0,0,1.0,46227.0,222674.0,22930.0,0.0
No,Yes,M,z_High School,Professional,Private,Minivan,no,No,Highly Urban/ Urban,1,0,40.0,0,12.0,52,6,3,0,8.0,37128.0,175125.0,14620.0,4728.0
No,Yes,z_F,Masters,Manager,Private,Sports Car,no,No,Highly Urban/ Urban,0,0,38.0,1,11.0,31,6,2,0,1.0,112581.0,303728.0,16560.0,33656.0
No,Yes,M,z_High School,Clerical,Private,Minivan,no,No,Highly Urban/ Urban,0,2,45.0,2,17.0,42,3,3,2,1.0,34890.0,168229.0,11660.0,27896.0
No,Yes,z_F,z_High School,Student,Private,Minivan,no,No,Highly Urban/ Urban,0,0,40.0,0,10.0,37,11,3,5,11.0,40956.0,205669.0,9600.0,3374.0
No,Yes,z_F,<High School,Student,Private,z_SUV,yes,No,z_Highly Rural/ Rural,0,0,23.0,2,0.0,29,6,4,0,5.0,0.0,0.0,3800.0,7705.0
No,z_No,M,Masters,Lawyer,Private,Minivan,no,No,Highly Urban/ Urban,0,0,38.0,0,12.0,44,1,0,0,11.0,103323.0,312217.0,15630.0,0.0
No,Yes,z_F,Bachelors,Professional,Private,Sports Car,no,No,z_Highly Rural/ Rural,0,0,59.0,0,14.0,44,6,0,2,13.0,89636.0,256374.0,16360.0,0.0
Yes,z_No,z_F,z_High School,Clerical,Private,z_SUV,no,Yes,Highly Urban/ Urban,1,0,44.0,3,11.0,33,1,0,3,1.0,70452.0,0.0,12950.0,0.0
Yes,z_No,z_F,<High School,z_Blue Collar,Private,z_SUV,no,No,z_Highly Rural/ Rural,0,0,30.0,1,10.0,50,6,0,1,6.0,17455.0,140978.0,12490.0,0.0
No,Yes,M,Masters,Professional,Private,Sports Car,yes,No,Highly Urban/ Urban,0,0,65.0,0,15.0,20,1,3,4,19.0,64980.0,240241.0,10950.0,5914.0
Yes,z_No,z_F,z_High School,Professional,Private,Minivan,no,No,Highly Urban/ Urban,1,0,35.0,2,13.0,30,4,0,0,7.0,58228.0,0.0,12460.0,0.0
No,Yes,M,Bachelors,Clerical,Commercial,Pickup,yes,No,Highly Urban/ Urban,0,0,46.0,0,8.0,39,6,0,0,12.0,39238.0,180762.0,11570.0,0.0
No,Yes,z_F,<High School,Home Maker,Private,Sports Car,no,No,Highly Urban/ Urban,1,0,40.0,3,14.0,26,11,0,2,6.0,18886.0,148097.0,7390.0,0.0
No,Yes,z_F,PhD,Doctor,Private,Minivan,no,No,Highly Urban/ Urban,0,0,57.0,0,11.0,39,1,0,0,18.0,186610.0,508282.0,12800.0,0.0
No,z_No,z_F,z_High School,Clerical,Commercial,Van,no,Yes,z_Highly Rural/ Rural,0,0,30.0,0,9.0,54,1,0,0,1.0,31374.0,0.0,32820.0,0.0
No,Yes,z_F,z_High School,z_Blue Collar,Commercial,z_SUV,no,Yes,Highly Urban/ Urban,1,0,57.0,2,17.0,28,1,0,0,8.0,76123.0,287747.0,14810.0,0.0
Yes,z_No,z_F,Bachelors,Professional,Private,Minivan,no,No,Highly Urban/ Urban,0,2,45.0,2,11.0,14,3,2,3,7.0,102264.0,0.0,16230.0,8132.0
No,Yes,M,PhD,Manager,Commercial,Panel Truck,no,Yes,Highly Urban/ Urban,0,0,49.0,0,7.0,52,6,0,0,9.0,226422.0,550607.0,29040.0,0.0
No,Yes,z_F,z_High School,z_Blue Collar,Private,z_SUV,no,Yes,z_Highly Rural/ Rural,0,0,30.0,2,12.0,47,4,0,0,10.0,61164.0,196346.0,21410.0,0.0
No,Yes,z_F,z_High School,z_Blue Collar,Commercial,Minivan,no,Yes,Highly Urban/ Urban,0,0,41.0,2,13.0,37,17,2,0,1.0,50542.0,197090.0,29870.0,40450.0
No,Yes,z_F,Bachelors,Professional,Commercial,Pickup,no,No,Highly Urban/ Urban,0,0,49.0,0,12.0,52,1,0,1,13.0,116040.0,274423.0,28850.0,0.0
No,Yes,z_F,Bachelors,Professional,Commercial,Pickup,no,No,Highly Urban/ Urban,0,0,51.0,1,11.0,42,1,2,7,14.0,66501.0,197809.0,13250.0,7049.0
No,z_No,z_F,Bachelors,Professional,Private,Minivan,no,No,Highly Urban/ Urban,0,0,53.0,0,13.0,5,13,1,0,8.0,95455.0,0.0,18550.0,9969.0
Yes,z_No,z_F,<High School,Home Maker,Private,Sports Car,no,No,z_Highly Rural/ Rural,0,2,40.0,3,0.0,38,1,0,0,1.0,0.0,66506.0,2670.0,0.0
No,Yes,M,Bachelors,Professional,Private,z_SUV,yes,Yes,Highly Urban/ Urban,1,0,61.0,0,9.0,18,6,2,0,11.0,59563.0,233352.0,9470.0,35070.0
No,z_No,M,Bachelors,Manager,Commercial,Van,yes,No,Highly Urban/ Urban,0,0,52.0,0,11.0,38,6,4,3,9.0,63967.0,246870.0,20630.0,2088.0
No,z_No,z_F,z_High School,z_Blue Collar,Commercial,z_SUV,no,Yes,Highly Urban/ Urban,1,0,51.0,0,11.0,11,7,0,1,1.0,52967.0,0.0,11900.0,0.0
No,Yes,M,z_High School,Student,Private,Pickup,yes,No,Highly Urban/ Urban,0,0,40.0,0,0.0,27,7,1,1,1.0,0.0,0.0,8380.0,1343.0
No,Yes,z_F,z_High School,Home Maker,Private,z_SUV,no,Yes,Highly Urban/ Urban,0,0,53.0,0,0.0,6,9,1,0,1.0,0.0,66839.0,15440.0,47414.0
No,z_No,z_F,z_High School,Clerical,Private,Sports Car,no,No,Highly Urban/ Urban,0,0,46.0,0,12.0,48,4,0,0,1.0,51225.0,129042.0,19280.0,0.0
No,Yes,z_F,z_High School,z_Blue Collar,Commercial,z_SUV,no,No,Highly Urban/ Urban,0,0,37.0,2,9.0,31,1,2,2,1.0,30287.0,174483.0,17580.0,10205.0
No,z_No,z_F,Masters,Lawyer,Private,Sports Car,no,Yes,Highly Urban/ Urban,0,0,35.0,0,4.0,16,10,1,3,18.0,60075.0,184673.0,7510.0,51593.0
Yes,z_No,M,z_High School,z_Blue Collar,Commercial,Panel Truck,yes,No,Highly Urban/ Urban,1,1,42.0,1,11.0,19,1,3,6,1.0,52898.0,0.0,26620.0,3950.0
No,Yes,z_F,PhD,Home Maker,Commercial,Panel Truck,no,No,Highly Urban/ Urban,0,0,58.0,0,13.0,43,6,1,5,18.0,69214.0,225537.0,33750.0,6016.0
No,z_No,z_F,Bachelors,Manager,Private,Sports Car,no,No,Highly Urban/ Urban,0,0,50.0,0,12.0,27,4,0,0,14.0,107047.0,290830.0,19650.0,0.0
No,z_No,z_F,z_High School,Home Maker,Private,Sports Car,no,No,z_Highly Rural/ Rural,0,0,46.0,0,11.0,22,6,0,0,9.0,16369.0,129084.0,7740.0,0.0
No,Yes,M,Bachelors,Manager,Private,Pickup,yes,No,Highly Urban/ Urban,0,0,39.0,0,13.0,23,4,2,0,1.0,36241.0,167608.0,9780.0,4253.0
No,Yes,z_F,<High School,Home Maker,Private,Sports Car,no,No,Highly Urban/ Urban,0,0,41.0,2,12.0,69,1,0,4,3.0,1954.0,98325.0,5800.0,0.0
No,Yes,z_F,z_High School,Clerical,Private,Minivan,no,No,z_Highly Rural/ Rural,0,0,46.0,0,11.0,32,1,0,1,1.0,26601.0,130121.0,21620.0,0.0
No,Yes,z_F,Masters,Manager,Private,z_SUV,no,No,Highly Urban/ Urban,1,0,43.0,0,13.0,22,1,0,0,8.0,67891.0,199571.0,8290.0,0.0
No,z_No,z_F,Masters,Manager,Commercial,Pickup,no,No,Highly Urban/ Urban,0,0,48.0,0,11.0,39,1,0,0,16.0,82709.0,0.0,23510.0,0.0
No,Yes,M,Bachelors,z_Blue Collar,Commercial,Minivan,yes,No,Highly Urban/ Urban,0,0,39.0,0,11.0,34,1,1,6,13.0,93612.0,268445.0,17820.0,7905.0
No,Yes,M,PhD,Manager,Commercial,Pickup,no,No,Highly Urban/ Urban,0,0,52.0,0,12.0,9,10,0,0,4.0,91300.0,294883.0,10110.0,0.0
Yes,z_No,z_F,z_High School,Clerical,Private,z_SUV,no,No,z_Highly Rural/ Rural,0,0,33.0,3,8.0,43,1,0,0,1.0,31530.0,0.0,9620.0,0.0
No,Yes,z_F,Bachelors,Professional,Private,z_SUV,no,No,Highly Urban/ Urban,1,0,44.0,0,5.0,52,7,2,2,9.0,51172.0,177812.0,14870.0,5817.0
Yes,z_No,z_F,<High School,Home Maker,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,27.0,3,12.0,45,7,0,1,6.0,19255.0,121206.0,3680.0,0.0
No,Yes,z_F,<High School,Student,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,41.0,3,0.0,34,4,1,7,1.0,0.0,0.0,5600.0,9715.0
No,Yes,M,Bachelors,Professional,Private,Minivan,yes,No,Highly Urban/ Urban,0,0,49.0,0,8.0,41,4,4,4,14.0,47965.0,160049.0,13410.0,11389.0
No,z_No,z_F,Masters,Lawyer,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,49.0,0,5.0,28,6,0,0,16.0,38170.0,0.0,6650.0,0.0
No,z_No,M,Masters,Lawyer,Private,Minivan,yes,No,Highly Urban/ Urban,0,0,54.0,0,12.0,31,11,2,4,16.0,84096.0,0.0,20820.0,6987.0
Yes,z_No,z_F,Bachelors,Student,Private,z_SUV,no,No,z_Highly Rural/ Rural,0,2,38.0,2,0.0,13,1,1,3,13.0,0.0,0.0,5300.0,6815.0
No,Yes,z_F,z_High School,z_Blue Collar,Commercial,Minivan,no,No,z_Highly Rural/ Rural,0,0,46.0,0,8.0,44,1,0,2,5.0,66251.0,217701.0,25850.0,0.0
No,z_No,M,<High School,z_Blue Collar,Commercial,Panel Truck,no,No,Highly Urban/ Urban,1,0,37.0,0,11.0,38,10,1,10,1.0,27509.0,0.0,22610.0,812.0
No,Yes,M,PhD,Lawyer,Private,Minivan,no,No,Highly Urban/ Urban,0,0,40.0,0,10.0,40,6,0,1,1.0,133623.0,328267.0,16030.0,0.0
No,z_No,M,<High School,Clerical,Commercial,Pickup,no,No,z_Highly Rural/ Rural,0,0,51.0,0,7.0,30,13,0,0,1.0,13659.0,0.0,8150.0,0.0
No,z_No,M,Masters,Professional,Commercial,Pickup,no,Yes,Highly Urban/ Urban,1,0,46.0,0,8.0,58,1,0,0,12.0,35995.0,0.0,5100.0,0.0
No,Yes,M,z_High School,Student,Commercial,Panel Truck,yes,Yes,Highly Urban/ Urban,1,0,24.0,1,10.0,23,7,1,11,5.0,5427.0,0.0,24630.0,24546.0
No,Yes,M,Bachelors,Clerical,Private,Minivan,yes,No,Highly Urban/ Urban,0,1,41.0,2,13.0,20,1,2,0,13.0,43704.0,122066.0,14390.0,3482.0
No,z_No,z_F,PhD,Doctor,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,44.0,0,12.0,25,4,0,2,6.0,151991.0,409512.0,25770.0,0.0
No,Yes,M,Masters,Professional,Commercial,Pickup,yes,No,Highly Urban/ Urban,0,0,63.0,0,9.0,37,6,2,0,14.0,87516.0,289088.0,25540.0,720.0
No,Yes,z_F,PhD,Home Maker,Private,Sports Car,no,No,Highly Urban/ Urban,1,0,63.0,0,0.0,33,6,2,1,15.0,0.0,111129.0,7800.0,6181.0
No,Yes,M,z_High School,Home Maker,Commercial,Pickup,yes,No,Highly Urban/ Urban,0,1,42.0,2,15.0,33,17,3,5,1.0,30939.0,153954.0,8790.0,5192.0
No,z_No,M,Masters,Lawyer,Private,Van,no,No,Highly Urban/ Urban,1,0,49.0,0,11.0,56,3,2,11,16.0,99488.0,0.0,16350.0,8692.0
No,Yes,z_F,z_High School,Home Maker,Private,Minivan,no,No,z_Highly Rural/ Rural,0,0,50.0,0,12.0,75,1,0,2,1.0,14600.0,117538.0,17360.0,0.0
No,z_No,z_F,Masters,Lawyer,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,61.0,0,6.0,19,10,3,4,16.0,46826.0,178836.0,23880.0,1776.0
Yes,z_No,M,Bachelors,Manager,Private,Van,no,No,Highly Urban/ Urban,0,1,40.0,4,16.0,20,10,2,7,14.0,138736.0,0.0,19370.0,5375.0
No,z_No,z_F,<High School,Clerical,Private,z_SUV,no,No,z_Highly Rural/ Rural,0,0,52.0,0,6.0,56,3,0,1,5.0,21802.0,0.0,8880.0,0.0
No,Yes,M,Bachelors,Manager,Commercial,Panel Truck,yes,No,Highly Urban/ Urban,0,0,53.0,0,14.0,36,1,0,0,9.0,66062.0,217993.0,32400.0,0.0
No,Yes,z_F,Bachelors,Manager,Private,Minivan,no,No,Highly Urban/ Urban,0,0,33.0,1,15.0,28,7,0,1,10.0,72731.0,286643.0,12070.0,0.0
No,Yes,z_F,z_High School,Home Maker,Private,z_SUV,no,No,Highly Urban/ Urban,1,0,45.0,0,0.0,50,1,0,0,1.0,0.0,108137.0,12140.0,0.0
No,z_No,M,Bachelors,Professional,Private,Minivan,yes,No,Highly Urban/ Urban,0,0,38.0,0,14.0,50,6,2,5,15.0,68328.0,0.0,8010.0,1011.0
No,z_No,M,Bachelors,Manager,Private,Pickup,no,No,Highly Urban/ Urban,0,0,30.0,0,10.0,38,13,5,4,10.0,74725.0,0.0,11970.0,5891.0
No,Yes,M,Bachelors,Professional,Commercial,Pickup,yes,No,z_Highly Rural/ Rural,0,0,42.0,0,11.0,36,16,0,3,13.0,14795.0,106253.0,7180.0,0.0
No,z_No,z_F,Masters,Lawyer,Private,Sports Car,no,No,Highly Urban/ Urban,1,0,64.0,0,5.0,27,4,0,3,1.0,46598.0,180231.0,12560.0,0.0
Yes,z_No,z_F,Bachelors,z_Blue Collar,Commercial,Sports Car,no,No,Highly Urban/ Urban,0,1,45.0,1,11.0,23,4,2,5,6.0,78599.0,255423.0,1500.0,7579.0
No,z_No,z_F,<High School,Home Maker,Private,z_SUV,no,No,z_Highly Rural/ Rural,1,0,43.0,0,0.0,45,7,0,0,1.0,0.0,76613.0,5800.0,0.0
Yes,z_No,z_F,<High School,Clerical,Private,z_SUV,no,Yes,Highly Urban/ Urban,1,3,43.0,4,13.0,22,6,4,2,7.0,42554.0,0.0,10060.0,27746.0
No,Yes,M,Bachelors,Professional,Private,Van,no,No,Highly Urban/ Urban,1,0,48.0,0,11.0,29,8,0,0,9.0,106668.0,247751.0,16970.0,0.0
No,Yes,M,z_High School,z_Blue Collar,Commercial,Minivan,no,No,z_Highly Rural/ Rural,0,0,33.0,1,11.0,16,1,0,0,6.0,46376.0,189029.0,11040.0,0.0
No,Yes,z_F,z_High School,Student,Private,Sports Car,no,No,z_Highly Rural/ Rural,0,0,54.0,0,0.0,29,4,0,0,1.0,0.0,0.0,1500.0,0.0
No,z_No,z_F,<High School,Home Maker,Private,z_SUV,no,No,z_Highly Rural/ Rural,0,0,26.0,0,0.0,22,4,0,0,1.0,0.0,51796.0,1500.0,0.0
No,Yes,M,Masters,Lawyer,Private,Minivan,no,Yes,Highly Urban/ Urban,0,0,50.0,0,13.0,14,10,0,4,17.0,43218.0,192238.0,16200.0,0.0
No,Yes,M,z_High School,Clerical,Private,Minivan,no,No,Highly Urban/ Urban,0,0,36.0,0,11.0,51,1,0,1,8.0,25087.0,172361.0,13120.0,0.0
No,z_No,z_F,Bachelors,Professional,Private,Sports Car,no,No,z_Highly Rural/ Rural,0,0,38.0,0,13.0,61,4,0,0,1.0,92395.0,0.0,22780.0,0.0
No,z_No,M,Bachelors,Home Maker,Commercial,Pickup,no,No,Highly Urban/ Urban,1,0,38.0,0,0.0,75,4,0,0,1.0,0.0,0.0,6570.0,0.0
No,z_No,z_F,Bachelors,z_Blue Collar,Commercial,z_SUV,no,No,z_Highly Rural/ Rural,0,0,45.0,0,13.0,57,6,0,1,7.0,86603.0,0.0,18750.0,0.0
No,z_No,M,Masters,Lawyer,Private,Minivan,no,Yes,Highly Urban/ Urban,0,0,36.0,0,8.0,60,13,3,5,9.0,78948.0,194294.0,12990.0,39424.0
No,z_No,z_F,Bachelors,z_Blue Collar,Commercial,Van,no,No,Highly Urban/ Urban,0,0,55.0,0,13.0,33,1,2,0,10.0,113700.0,354191.0,40750.0,1534.0
No,Yes,M,z_High School,Student,Commercial,Pickup,yes,Yes,Highly Urban/ Urban,1,0,31.0,1,7.0,26,7,0,0,8.0,3594.0,0.0,4960.0,0.0
No,Yes,z_F,PhD,Professional,Private,Van,no,No,Highly Urban/ Urban,0,0,42.0,3,14.0,32,10,0,0,16.0,182462.0,401307.0,40630.0,0.0
No,Yes,z_F,Bachelors,Clerical,Private,z_SUV,no,No,Highly Urban/ Urban,1,2,40.0,2,14.0,31,14,2,0,1.0,58000.0,244016.0,15150.0,1190.0
No,Yes,z_F,<High School,Home Maker,Private,Sports Car,no,No,Highly Urban/ Urban,0,0,49.0,0,8.0,35,4,3,0,1.0,1133.0,117420.0,6400.0,5761.0
No,Yes,z_F,PhD,Manager,Private,Minivan,no,No,Highly Urban/ Urban,0,0,48.0,0,13.0,41,7,0,0,14.0,156918.0,432118.0,21990.0,0.0
No,z_No,M,<High School,z_Blue Collar,Commercial,Van,no,Yes,Highly Urban/ Urban,1,0,47.0,0,10.0,5,1,3,0,1.0,52412.0,0.0,20110.0,1455.0
No,z_No,z_F,Masters,Home Maker,Private,Minivan,no,No,Highly Urban/ Urban,1,0,32.0,0,0.0,49,13,4,9,18.0,0.0,0.0,12790.0,4514.0
Yes,z_No,M,<High School,z_Blue Collar,Private,Minivan,no,No,Highly Urban/ Urban,1,0,32.0,2,10.0,10,1,0,5,5.0,27053.0,137180.0,4210.0,0.0
No,z_No,M,Bachelors,z_Blue Collar,Commercial,Pickup,yes,No,z_Highly Rural/ Rural,0,0,46.0,0,10.0,32,7,0,3,6.0,59110.0,248132.0,12010.0,0.0
No,Yes,z_F,Masters,Manager,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,47.0,0,7.0,36,1,0,0,16.0,115008.0,313017.0,17700.0,0.0
No,z_No,z_F,z_High School,Home Maker,Private,z_SUV,no,Yes,Highly Urban/ Urban,0,0,52.0,0,0.0,48,1,0,0,8.0,0.0,135296.0,17620.0,0.0
No,z_No,z_F,Bachelors,Manager,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,50.0,0,7.0,21,6,2,2,7.0,63724.0,0.0,7870.0,11070.0
No,Yes,z_F,z_High School,z_Blue Collar,Commercial,Pickup,no,No,z_Highly Rural/ Rural,0,0,54.0,0,11.0,27,6,0,0,10.0,43385.0,120939.0,29370.0,0.0
No,Yes,M,Masters,Manager,Private,Minivan,no,No,Highly Urban/ Urban,0,0,56.0,0,10.0,19,7,0,3,9.0,31093.0,143407.0,12560.0,0.0
No,Yes,M,Bachelors,Professional,Commercial,Panel Truck,no,No,Highly Urban/ Urban,0,0,54.0,0,14.0,30,7,0,1,9.0,38999.0,155493.0,26150.0,0.0
No,Yes,z_F,Bachelors,Clerical,Private,z_SUV,no,Yes,Highly Urban/ Urban,0,0,37.0,0,14.0,47,4,0,1,7.0,61517.0,204018.0,17240.0,0.0
No,z_No,z_F,z_High School,Manager,Private,Minivan,no,No,Highly Urban/ Urban,0,0,39.0,0,9.0,29,14,0,2,1.0,61567.0,218824.0,13640.0,0.0
No,Yes,M,Bachelors,Student,Commercial,Pickup,no,No,Highly Urban/ Urban,0,0,53.0,0,16.0,28,4,0,2,9.0,20618.0,0.0,8860.0,0.0
Yes,z_No,M,<High School,Student,Private,Minivan,no,No,z_Highly Rural/ Rural,0,0,36.0,2,12.0,49,1,0,0,6.0,2647.0,0.0,15340.0,0.0
No,z_No,z_F,z_High School,Clerical,Private,z_SUV,no,No,z_Highly Rural/ Rural,0,0,49.0,0,13.0,46,1,0,0,6.0,35867.0,149919.0,11280.0,0.0
No,Yes,z_F,z_High School,Student,Commercial,Sports Car,no,No,Highly Urban/ Urban,1,0,43.0,3,0.0,24,13,2,6,1.0,0.0,0.0,5800.0,8566.0
No,Yes,z_F,Bachelors,Clerical,Private,z_SUV,no,No,z_Highly Rural/ Rural,0,1,38.0,1,8.0,29,17,2,4,11.0,40662.0,154033.0,20690.0,35134.0
No,Yes,z_F,z_High School,z_Blue Collar,Commercial,z_SUV,no,No,Highly Urban/ Urban,1,0,60.0,0,17.0,47,6,2,3,1.0,38391.0,137071.0,5340.0,7108.0
No,Yes,M,Bachelors,Professional,Commercial,Van,no,No,Highly Urban/ Urban,0,0,53.0,0,12.0,39,1,0,0,11.0,45308.0,182449.0,21980.0,0.0
No,z_No,M,z_High School,Student,Commercial,Panel Truck,yes,No,z_Highly Rural/ Rural,0,0,53.0,0,0.0,47,14,0,0,1.0,0.0,0.0,30050.0,0.0
No,z_No,z_F,Bachelors,z_Blue Collar,Commercial,z_SUV,no,No,z_Highly Rural/ Rural,0,0,44.0,0,10.0,41,4,0,0,7.0,72118.0,224429.0,13110.0,0.0
No,Yes,z_F,Bachelors,Professional,Private,z_SUV,no,No,z_Highly Rural/ Rural,0,0,35.0,3,11.0,71,1,0,0,6.0,81630.0,232014.0,32210.0,0.0
No,Yes,z_F,Masters,Home Maker,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,54.0,0,0.0,55,6,0,0,12.0,0.0,110051.0,6900.0,0.0
No,z_No,M,z_High School,Clerical,Private,Van,no,No,z_Highly Rural/ Rural,0,0,46.0,0,15.0,44,9,0,0,5.0,36079.0,0.0,18410.0,0.0
Yes,z_No,z_F,z_High School,Clerical,Private,z_SUV,no,No,Highly Urban/ Urban,1,0,35.0,1,13.0,10,4,0,1,1.0,22021.0,0.0,14360.0,0.0
No,Yes,z_F,z_High School,Professional,Private,z_SUV,no,No,z_Highly Rural/ Rural,0,0,31.0,1,13.0,60,4,0,0,1.0,39489.0,116150.0,10260.0,0.0
No,Yes,z_F,z_High School,z_Blue Collar,Commercial,Sports Car,no,No,z_Highly Rural/ Rural,0,2,61.0,2,13.0,49,4,0,5,1.0,48734.0,207509.0,12470.0,0.0
No,Yes,z_F,z_High School,Clerical,Commercial,Pickup,no,No,Highly Urban/ Urban,0,0,46.0,0,11.0,17,11,0,1,8.0,50863.0,199438.0,18920.0,0.0
No,Yes,M,z_High School,Student,Commercial,Pickup,yes,Yes,Highly Urban/ Urban,1,0,36.0,0,11.0,33,6,2,7,12.0,158.0,0.0,10510.0,38190.0
No,Yes,M,z_High School,z_Blue Collar,Commercial,Minivan,yes,No,Highly Urban/ Urban,0,0,43.0,3,15.0,41,1,3,3,6.0,39432.0,117343.0,9740.0,6324.0
No,z_No,M,z_High School,Student,Commercial,Pickup,yes,No,Highly Urban/ Urban,0,0,43.0,0,0.0,14,6,0,0,1.0,0.0,0.0,5790.0,0.0
